SalePrice,Id
257864.28,1704
195400.56,1705
345058.7,1706
189643.11,1707
192761.56,1708
241157.89,1709
210209.06,1710
217740.78,1711
250588.86,1712
230257.84,1713
208274.81,1714
185691.42,1715
167311.11,1716
152384.33,1717
122479.1,1718
187082.2,1719
235139.7,1720
155609.5,1721
117891.89,1722
155473.06,1723
217430.83,1724
226976.4,1725
184055.28,1726
178319.03,1727
164708.53,1728
154834.31,1729
155649.34,1730
129159.35,1731
138518.62,1732
119469.29,1733
126346.164,1734
115679.91,1735
114995.16,1736
290786.28,1737
202065.1,1738
319909.7,1739
240165.1,1740
181727.81,1741
182023.28,1742
165739.84,1743
250527.16,1744
227604.72,1745
220925.75,1746
220592.72,1747
265953.75,1748
179119.75,1749
158927.6,1750
238949.88,1751
111507.28,1752
199237.9,1753
234906.58,1754
192030.6,1755
119803.95,1756
111246.27,1757
188380.38,1758
194035.31,1759
191095.75,1760
178692.72,1761
213188.66,1762
178458.86,1763
122483.8,1764
221826.61,1765
192373.77,1766
216070.31,1767
147138.64,1768
176662.94,1769
123421.27,1770
146902.66,1771
170623.31,1772
145941.1,1773
270126.4,1774
134376.17,1775
124478.78,1776
100003.266,1777
123536.09,1778
114285.766,1779
153982.84,1780
142782.31,1781
107354.94,1782
163689.64,1783
99523.984,1784
129517.6,1785
215586.56,1786
173029.31,1787
58446.51,1788
120090.75,1789
93665.48,1790
317101.0,1791
184448.25,1792
140920.84,1793
131308.45,1794
142194.02,1795
101776.414,1796
166625.53,1797
128691.74,1798
93959.484,1799
111848.734,1800
153857.36,1801
153897.69,1802
202372.5,1803
140434.88,1804
127234.04,1805
135947.92,1806
192813.33,1807
118884.93,1808
112364.89,1809
154430.03,1810
130376.13,1811
125528.86,1812
136229.72,1813
109670.83,1814
59270.613,1815
95042.5,1816
174472.9,1817
195628.98,1818
125050.5,1819
79024.375,1820
133930.78,1821
173268.81,1822
61423.406,1823
145116.89,1824
134920.9,1825
127456.41,1826
120228.92,1827
158268.45,1828
195932.31,1829
201835.62,1830
164237.06,1831
184702.53,1832
174761.67,1833
133614.81,1834
173588.97,1835
186355.0,1836
93782.516,1837
138304.69,1838
83454.67,1839
126821.81,1840
137914.34,1841
108897.86,1842
162233.69,1843
114521.375,1844
151579.4,1845
153970.19,1846
199700.8,1847
44851.664,1848
111160.46,1849
135109.23,1850
151732.34,1851
131121.58,1852
133661.9,1853
141703.55,1854
141923.12,1855
203326.33,1856
159777.75,1857
187696.31,1858
113715.34,1859
178098.36,1860
112498.08,1861
304145.8,1862
304145.8,1863
304145.8,1864
269579.78,1865
265083.88,1866
221951.38,1867
254348.22,1868
181708.75,1869
195444.72,1870
224612.22,1871
149574.95,1872
220543.47,1873
132706.36,1874
193737.88,1875
195266.06,1876
196685.94,1877
210786.89,1878
120713.08,1879
126605.51,1880
261622.58,1881
242559.34,1882
186557.9,1883
206681.64,1884
207689.38,1885
244051.94,1886
195756.53,1887
238106.19,1888
143624.58,1889
149978.31,1890
124318.33,1891
113143.984,1892
142706.9,1893
183605.5,1894
177692.84,1895
127600.84,1896
134794.02,1897
114156.36,1898
137742.31,1899
116362.45,1900
166801.84,1901
155120.81,1902
233394.66,1903
142732.45,1904
206405.1,1905
163318.52,1906
236598.16,1907
115752.35,1908
131080.34,1909
131115.42,1910
194778.56,1911
272310.25,1912
205183.84,1913
75613.53,1914
216951.72,1915
67657.09,1916
231381.16,1917
119162.125,1918
155026.6,1919
218995.88,1920
301597.6,1921
260410.08,1922
203939.62,1923
222592.27,1924
205136.39,1925
298519.7,1926
138184.28,1927
179979.75,1928
106122.94,1929
108949.11,1930
135377.53,1931
136282.62,1932
211706.56,1933
175181.0,1934
156139.42,1935
175324.11,1936
170959.9,1937
172486.19,1938
218526.53,1939
169758.53,1940
176885.45,1941
183938.48,1942
173291.05,1943
276652.12,1944
268555.5,1945
201096.45,1946
233327.17,1947
214459.84,1948
224300.16,1949
181979.45,1950
284538.75,1951
242551.84,1952
186354.02,1953
208727.97,1954
145158.9,1955
362593.88,1956
192227.88,1957
288048.56,1958
189182.5,1959
120053.3,1960
128286.89,1961
113989.19,1962
121952.47,1963
141502.84,1964
160414.69,1965
139961.94,1966
249881.27,1967
346694.84,1968
287783.62,1969
345331.0,1970
369878.0,1971
310065.06,1972
232194.53,1973
267966.38,1974
370166.06,1975
246968.27,1976
351834.75,1977
330176.12,1978
290088.16,1979
184634.55,1980
298452.56,1981
188091.67,1982
189003.1,1983
174788.25,1984
205109.38,1985
207976.1,1986
155737.31,1987
156405.6,1988
174943.22,1989
207087.39,1990
184539.62,1991
226451.56,1992
146588.06,1993
229614.56,1994
172580.56,1995
295040.03,1996
275305.44,1997
311488.7,1998
229137.19,1999
300748.94,2000
265661.3,2001
221384.31,2002
249520.17,2003
242503.03,2004
188939.31,2005
185982.61,2006
240358.72,2007
168277.73,2008
183431.86,2009
180555.47,2010
129088.53,2011
154630.7,2012
173758.55,2013
185060.56,2014
182781.75,2015
188071.1,2016
183999.64,2017
128477.34,2018
118188.875,2019
113910.31,2020
109290.31,2021
192499.64,2022
183015.58,2023
267026.8,2024
346118.72,2025
164291.6,2026
131913.03,2027
153674.81,2028
170436.38,2029
222462.66,2030
184177.25,2031
192261.12,2032
213174.64,2033
158217.94,2034
215623.28,2035
197799.94,2036
198929.12,2037
260225.53,2038
162558.86,2039
352595.7,2040
206143.88,2041
192103.12,2042
187961.75,2043
225578.56,2044
216088.4,2045
209477.12,2046
156267.72,2047
134038.58,2048
228907.61,2049
175279.92,2050
77848.83,2051
147127.84,2052
134970.25,2053
87347.516,2054
189489.16,2055
120782.5,2056
132813.38,2057
232369.42,2058
148978.1,2059
175901.88,2060
198472.3,2061
141427.03,2062
103442.875,2063
168021.44,2064
127706.5,2065
205924.14,2066
120463.14,2067
233693.83,2068
77420.17,2069
122919.33,2070
92087.85,2071
234174.38,2072
127554.41,2073
178279.62,2074
151037.17,2075
129546.88,2076
153531.53,2077
127533.08,2078
154509.27,2079
119533.7,2080
132078.9,2081
194644.81,2082
164951.84,2083
109838.984,2084
134896.16,2085
95290.25,2086
140943.03,2087
136335.4,2088
88934.04,2089
143916.67,2090
132926.61,2091
168023.66,2092
167831.56,2093
104642.53,2094
188056.4,2095
89071.92,2096
97927.02,2097
196775.27,2098
65430.258,2099
112813.5,2100
167342.34,2101
136672.34,2102
97258.34,2103
224201.1,2104
119814.93,2105
124341.92,2106
251344.66,2107
129976.53,2108
124003.0,2109
132386.34,2110
147587.73,2111
171534.03,2112
119007.51,2113
116459.93,2114
165515.1,2115
123959.164,2116
177850.5,2117
130396.85,2118
116363.91,2119
123031.64,2120
72343.42,2121
123180.8,2122
61534.156,2123
201267.05,2124
212834.45,2125
189925.56,2126
210408.22,2127
152167.03,2128
109653.97,2129
151559.36,2130
187169.62,2131
146097.16,2132
130387.44,2133
134991.03,2134
102803.16,2135
106093.85,2136
126172.09,2137
137103.16,2138
144254.19,2139
123534.41,2140
114893.79,2141
144075.25,2142
148593.08,2143
155178.03,2144
120579.67,2145
156329.6,2146
203332.58,2147
149136.94,2148
153336.69,2149
196752.8,2150
108067.17,2151
165242.47,2152
183315.66,2153
92725.41,2154
133449.28,2155
293661.5,2156
223549.16,2157
210965.55,2158
189748.39,2159
144714.31,2160
244000.75,2161
378061.1,2162
273777.56,2163
228121.92,2164
182487.56,2165
138459.83,2166
196693.25,2167
200767.1,2168
182624.94,2169
203745.16,2170
149674.94,2171
158544.12,2172
159501.22,2173
250227.86,2174
246302.95,2175
256975.62,2176
248895.44,2177
199341.69,2178
124593.984,2179
252948.84,2180
188636.67,2181
236573.03,2182
186193.81,2183
132209.42,2184
121915.8,2185
153954.34,2186
148951.6,2187
147036.67,2188
272994.78,2189
69588.64,2190
71540.52,2191
84655.4,2192
92460.734,2193
69937.83,2194
120036.875,2195
109243.59,2196
134795.56,2197
169777.69,2198
202290.39,2199
134229.02,2200
134215.7,2201
142056.81,2202
178618.25,2203
180349.14,2204
138384.34,2205
140875.33,2206
203527.47,2207
211975.25,2208
242764.1,2209
116378.84,2210
108812.35,2211
114433.27,2212
108921.56,2213
147459.27,2214
101225.95,2215
211177.31,2216
75944.7,2217
101450.2,2218
92956.64,2219
95233.78,2220
220758.03,2221
216675.86,2222
301726.34,2223
217194.5,2224
146360.12,2225
212406.6,2226
199605.56,2227
232474.9,2228
199040.31,2229
129573.016,2230
187529.34,2231
195964.9,2232
182366.72,2233
194631.69,2234
210971.5,2235
233171.81,2236
312576.62,2237
207289.48,2238
115590.05,2239
159523.75,2240
190207.22,2241
142105.66,2242
135549.38,2243
104004.305,2244
101027.19,2245
136662.42,2246
93314.28,2247
103840.11,2248
106766.484,2249
123750.91,2250
163705.56,2251
221996.77,2252
126113.76,2253
148946.22,2254
181653.75,2255
157372.05,2256
229369.03,2257
154267.22,2258
171220.8,2259
165872.92,2260
155761.06,2261
172408.06,2262
282967.38,2263
393418.7,2264
192737.03,2265
220783.64,2266
344240.1,2267
272758.1,2268
168345.34,2269
171968.25,2270
223156.44,2271
216563.44,2272
159879.69,2273
182312.44,2274
226177.7,2275
181357.19,2276
204704.22,2277
164028.42,2278
121338.28,2279
113947.32,2280
176483.62,2281
181150.62,2282
131372.67,2283
132988.2,2284
132272.03,2285
129373.484,2286
267158.0,2287
259757.94,2288
303083.25,2289
364977.97,2290
279016.62,2291
305937.03,2292
376686.16,2293
341020.72,2294
388800.88,2295
265917.8,2296
241686.94,2297
281689.0,2298
370285.62,2299
292858.34,2300
224561.78,2301
247392.66,2302
235871.47,2303
239732.5,2304
189528.84,2305
189528.84,2306
187270.78,2307
216400.03,2308
227796.62,2309
185946.9,2310
192951.03,2311
167470.25,2312
157841.4,2313
151150.69,2314
156384.06,2315
166894.75,2316
166699.53,2317
158666.17,2318
151023.3,2319
163388.14,2320
208993.9,2321
160534.81,2322
132174.7,2323
126220.516,2324
200009.11,2325
127501.1,2326
195831.98,2327
198959.66,2328
178768.56,2329
177853.88,2330
344207.0,2331
351435.44,2332
292225.62,2333
263231.78,2334
246875.38,2335
323815.2,2336
187336.81,2337
234621.42,2338
209108.56,2339
331688.5,2340
197281.84,2341
205524.75,2342
214863.47,2343
213999.28,2344
238787.4,2345
183177.28,2346
181034.53,2347
197208.47,2348
171602.38,2349
228567.1,2350
211948.88,2351
243533.83,2352
286624.75,2353
116530.47,2354
120980.17,2355
158257.98,2356
204946.19,2357
189866.11,2358
124441.16,2359
114335.7,2360
154891.17,2361
276373.78,2362
138942.89,2363
146067.4,2364
183654.33,2365
154206.64,2366
199928.88,2367
175107.62,2368
203498.52,2369
172565.81,2370
172762.88,2371
186537.5,2372
220792.53,2373
294248.88,2374
193013.72,2375
311078.8,2376
327647.88,2377
137887.9,2378
268100.88,2379
139797.19,2380
182044.03,2381
182735.94,2382
209812.42,2383
231038.5,2384
147129.84,2385
139073.69,2386
128663.22,2387
104659.16,2388
129786.53,2389
137494.31,2390
155504.94,2391
114547.83,2392
163176.39,2393
142408.02,2394
233030.98,2395
160880.73,2396
217584.38,2397
124484.32,2398
72854.09,2399
61229.484,2400
105675.14,2401
143319.9,2402
224922.05,2403
142214.94,2404
179228.73,2405
119091.414,2406
128212.195,2407
156704.6,2408
145362.0,2409
211038.75,2410
117145.87,2411
159844.19,2412
150624.31,2413
128969.875,2414
213767.31,2415
126500.28,2416
128587.53,2417
114053.72,2418
175247.83,2419
122564.086,2420
166820.1,2421
124490.67,2422
136675.88,2423
170655.11,2424
324794.44,2425
172786.98,2426
128554.79,2427
168677.86,2428
113048.86,2429
122354.53,2430
135076.52,2431
128054.34,2432
145639.34,2433
152818.94,2434
170086.16,2435
75167.95,2436
110392.46,2437
115476.52,2438
132867.1,2439
156482.03,2440
119668.61,2441
113857.67,2442
135341.05,2443
140202.95,2444
110959.12,2445
186752.53,2446
203549.1,2447
160428.12,2448
135156.97,2449
178198.66,2450
136889.1,2451
238188.92,2452
79193.484,2453
104335.8,2454
117625.58,2455
150040.94,2456
125294.47,2457
116861.3,2458
109079.57,2459
162425.92,2460
128025.55,2461
145749.53,2462
136017.67,2463
228948.6,2464
159555.47,2465
151477.66,2466
143996.88,2467
112428.28,2468
131454.75,2469
236245.72,2470
191106.53,2471
248185.12,2472
145618.92,2473
139502.86,2474
228852.88,2475
123744.086,2476
121520.2,2477
194584.62,2478
134301.25,2479
141711.14,2480
144255.34,2481
123708.59,2482
114331.23,2483
146323.98,2484
116579.67,2485
160426.88,2486
263025.2,2487
124457.05,2488
152964.44,2489
156778.06,2490
88365.35,2491
189556.81,2492
131802.89,2493
191340.94,2494
115790.26,2495
259275.9,2496
169718.66,2497
116835.97,2498
76579.24,2499
132351.23,2500
159587.38,2501
156609.08,2502
144292.12,2503
203290.88,2504
194907.89,2505
255333.44,2506
302733.06,2507
255333.44,2508
232677.53,2509
213898.5,2510
169696.78,2511
195715.58,2512
223755.7,2513
183707.97,2514
156892.7,2515
142249.94,2516
129105.77,2517
131350.75,2518
208080.22,2519
201579.73,2520
181631.53,2521
203872.42,2522
121195.47,2523
135985.28,2524
145209.47,2525
159160.72,2526
114200.82,2527
120368.31,2528
128282.055,2529
115189.72,2530
222481.95,2531
212955.9,2532
197095.98,2533
227402.94,2534
284782.12,2535
219990.06,2536
182161.19,2537
163260.62,2538
163091.52,2539
170520.98,2540
159391.88,2541
157777.84,2542
129723.07,2543
149626.56,2544
163282.84,2545
175307.61,2546
140122.39,2547
177734.47,2548
153227.16,2549
712203.0,2550
124164.94,2551
126458.95,2552
73958.414,2553
126224.61,2554
97079.945,2555
104361.836,2556
125140.31,2557
231977.05,2558
168250.08,2559
123951.305,2560
105721.766,2561
128380.09,2562
136656.88,2563
165453.44,2564
96946.5,2565
165427.84,2566
152027.97,2567
228659.1,2568
198047.83,2569
117088.69,2570
226572.52,2571
139856.8,2572
259093.56,2573
222022.6,2574
155690.98,2575
141676.72,2576
153845.72,2577
93886.81,2578
63603.023,2579
170131.67,2580
160820.38,2581
111852.25,2582
229048.44,2583
154331.34,2584
203887.47,2585
190021.16,2586
191787.62,2587
118883.67,2588
139612.8,2589
212790.4,2590
248646.06,2591
213005.52,2592
202128.22,2593
168019.5,2594
172102.75,2595
302186.5,2596
208927.6,2597
253973.61,2598
278607.34,2599
187533.42,2600
132862.45,2601
108271.9,2602
104325.99,2603
100184.195,2604
110261.69,2605
151965.52,2606
174057.0,2607
200499.66,2608
157555.9,2609
85963.48,2610
201464.33,2611
152953.94,2612
103840.11,2613
111329.29,2614
162551.3,2615
137016.17,2616
270591.7,2617
245850.9,2618
258780.83,2619
159084.5,2620
170354.62,2621
181508.25,2622
231246.97,2623
290753.3,2624
319940.84,2625
153925.27,2626
157265.34,2627
330435.44,2628
391163.94,2629
273061.44,2630
354526.5,2631
326954.7,2632
233227.8,2633
287294.3,2634
153778.11,2635
199657.98,2636
162231.27,2637
236425.19,2638
192282.88,2639
153765.16,2640
128777.81,2641
192473.06,2642
141347.05,2643
157131.17,2644
117884.81,2645
117264.86,2646
128570.82,2647
141461.38,2648
143719.2,2649
131969.88,2650
160407.31,2651
324179.5,2652
249143.81,2653
261094.6,2654
310594.12,2655
267782.7,2656
264467.84,2657
245307.05,2658
256109.08,2659
289714.8,2660
282880.06,2661
284534.72,2662
247112.45,2663
220067.31,2664
272151.75,2665
247669.69,2666
149534.88,2667
156227.88,2668
169377.77,2669
262760.88,2670
156227.88,2671
167239.28,2672
182810.5,2673
183263.5,2674
150068.39,2675
168534.66,2676
196101.34,2677
245459.0,2678
251220.61,2679
270839.34,2680
362077.56,2681
317150.38,2682
424464.03,2683
307869.28,2684
316694.5,2685
241090.11,2686
248354.69,2687
199268.31,2688
174973.55,2689
328603.75,2690
191480.97,2691
120815.11,2692
197002.33,2693
119684.41,2694
187176.62,2695
169706.78,2696
210045.1,2697
180139.72,2698
186206.31,2699
160885.94,2700
141595.27,2701
146867.19,2702
130560.055,2703
147844.31,2704
123719.39,2705
117149.695,2706
128780.58,2707
127861.125,2708
97464.42,2709
116513.47,2710
299971.6,2711
348515.94,2712
159639.78,2713
131624.4,2714
182800.58,2715
122266.625,2716
160121.66,2717
208375.58,2718
163215.11,2719
186065.12,2720
143693.05,2721
205504.64,2722
143464.0,2723
112775.95,2724
127809.58,2725
163879.22,2726
167491.45,2727
167386.16,2728
154718.31,2729
154480.47,2730
102330.59,2731
122362.8,2732
172839.38,2733
187860.16,2734
144187.34,2735
153882.16,2736
114411.29,2737
206147.47,2738
161366.31,2739
147296.8,2740
157246.98,2741
192158.81,2742
160179.69,2743
141512.4,2744
136136.69,2745
124307.53,2746
147872.02,2747
123296.055,2748
126507.53,2749
130764.78,2750
110963.83,2751
220685.38,2752
190313.88,2753
358393.9,2754
159248.25,2755
99850.9,2756
117906.43,2757
84006.66,2758
166437.75,2759
208974.6,2760
152147.47,2761
147472.12,2762
201305.03,2763
117698.78,2764
255253.34,2765
177985.66,2766
87034.82,2767
166456.06,2768
140034.78,2769
144797.42,2770
112969.414,2771
108680.61,2772
205573.66,2773
187898.23,2774
166303.67,2775
147852.4,2776
159210.62,2777
98168.64,2778
209104.56,2779
126898.53,2780
103608.22,2781
111123.69,2782
132334.6,2783
138514.06,2784
173115.16,2785
67865.54,2786
130512.93,2787
103207.43,2788
224280.81,2789
105445.02,2790
141740.75,2791
107986.34,2792
169590.12,2793
120280.0,2794
126227.24,2795
100463.61,2796
280636.28,2797
138273.5,2798
123658.234,2799
78617.03,2800
123650.97,2801
142252.34,2802
252386.22,2803
119122.055,2804
78316.81,2805
102712.484,2806
129132.47,2807
159346.83,2808
119121.55,2809
130094.21,2810
196341.03,2811
153883.94,2812
258025.8,2813
260896.53,2814
115348.25,2815
244856.31,2816
142845.66,2817
127151.94,2818
149045.83,2819
156896.16,2820
120009.36,2821
212243.34,2822
401191.97,2823
221614.53,2824
130623.72,2825
136480.66,2826
166172.42,2827
253831.44,2828
214472.52,2829
241666.83,2830
170136.48,2831
236088.5,2832
233587.75,2833
204281.11,2834
221243.47,2835
203415.28,2836
183764.16,2837
146255.08,2838
164049.27,2839
193083.4,2840
185707.58,2841
198413.22,2842
139906.72,2843
171821.19,2844
110598.3,2845
200495.08,2846
194172.47,2847
172057.72,2848
200430.34,2849
254641.25,2850
215161.44,2851
223364.02,2852
215565.36,2853
123239.04,2854
185401.75,2855
190030.0,2856
176974.81,2857
175761.61,2858
154936.16,2859
119348.78,2860
147752.94,2861
198176.53,2862
97839.14,2863
241572.3,2864
124394.625,2865
180578.69,2866
102911.34,2867
155734.88,2868
174377.64,2869
174736.33,2870
111688.54,2871
69341.305,2872
121063.05,2873
160401.4,2874
146567.61,2875
140185.47,2876
142634.69,2877
159940.22,2878
151016.94,2879
131388.0,2880
154117.53,2881
175950.97,2882
195219.89,2883
167574.3,2884
167831.39,2885
248352.92,2886
116915.16,2887
151463.92,2888
62870.082,2889
86732.55,2890
188606.89,2891
48338.47,2892
113838.6,2893
68925.875,2894
238971.34,2895
220553.28,2896
216328.81,2897
224081.64,2898
193457.36,2899
169982.73,2900
214155.47,2901
180108.6,2902
263356.0,2903
267857.56,2904
108994.266,2905
205691.75,2906
112622.5,2907
110613.72,2908
246321.84,2909
69455.016,2910
108271.9,2911
161175.02,2912
110238.99,2913
93069.22,2914
93070.3,2915
110242.85,2916
167960.23,2917
100678.2,2918
226641.56,2919
